stitch_id_flat,drug_name,n_neuro_pt,neurotoxic,pubchem_cid,smiles,inchikey
CID100002519,caffeine,1,1,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,RYYVLZVUVIJVGH-UHFFFAOYSA-N
CID100002520,verapamil,7,1,2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N
CID100002522,calcipotriol,1,1,2522,CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C,LWQQLNNNIPYSNX-UHFFFAOYSA-N
CID100002524,"1,25(OH)2D3",1,1,2524,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,GMRQFYUYWCNGIN-UHFFFAOYSA-N
CID100002540,candesartan,3,1,2540,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,GHOSNRCGJFBJIB-UHFFFAOYSA-N
CID100002541,candesartan,1,1,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,HTQMVQVXFRQIKW-UHFFFAOYSA-N
CID100002547,capreomycin,0,0,2547,C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,JNIIDKODPGHQSS-UHFFFAOYSA-N
CID100002548,capsaicin,2,1,2548,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,YKPUWZUDDOIDPM-UHFFFAOYSA-N
CID100002550,captopril,5,1,2550,CC(CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-UHFFFAOYSA-N
CID100002551,carbachol,2,1,2551,C[N+](C)(C)CCOC(=O)N,VPJXQGSRWJZDOB-UHFFFAOYSA-O
CID100002554,carbamazepine,17,1,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N
CID100002559,carbenicillin,0,0,2559,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C,FPPNZSSZRUTDAP-UHFFFAOYSA-L
CID100002563,carbidopa,11,1,2563,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,TZFNLOMSOLWIDK-UHFFFAOYSA-N
CID100002564,carbinoxamine,5,1,2564,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,OJFSXZCBGQGRNV-UHFFFAOYSA-N
CID100002576,carisoprodol,5,1,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,OFZCIYFFPZCNJE-UHFFFAOYSA-N
CID100002578,BCNU,13,1,2578,C(CCl)NC(=O)N(CCCl)N=O,DLGOEMSEDOSKAD-UHFFFAOYSA-N
CID100002583,carteolol,2,1,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,LWAFSWPYPHEXKX-UHFFFAOYSA-N
CID100002585,carvedilol,7,1,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,OGHNVEJMJSYVRP-UHFFFAOYSA-N
CID100002609,cefaclor,6,1,2609,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,QYIYFLOTGYLRGG-UHFFFAOYSA-N
CID100002610,cefadroxil,1,1,2610,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,BOEGTKLJZSQCCD-UHFFFAOYSA-N
CID100002617,cefazolin,4,1,2617,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-],MLYYVTUWGNIJIB-UHFFFAOYSA-M
CID100002622,cefepime,7,1,2622,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],HVFLCNVBZFFHBT-UHFFFAOYSA-N
CID100002631,cefotaxime,2,1,2631,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-],GPRBEKHLDVQUJE-UHFFFAOYSA-M
CID100002637,cefoxitin,1,1,2637,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3,WZOZEZRFJCJXNZ-UHFFFAOYSA-M
CID100002646,cefprozil,2,1,2646,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,WDLWHQDACQUCJR-UHFFFAOYSA-N
CID100002650,ceftazidime,6,1,2650,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],ORFOPKXBNMVMKC-UHFFFAOYSA-N
CID100002654,cephem,2,1,2654,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,UNJFKXSSGBWRBZ-UHFFFAOYSA-N
CID100002655,ceftizoxime,2,1,2655,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,NNULBSISHYWZJU-UHFFFAOYSA-N
CID100002656,ceftriaxone,3,1,2656,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],VAAUVRVFOQPIGI-UHFFFAOYSA-L
CID100002658,cefuroxime,1,1,2658,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-],JFPVXVDWJQMJEE-UHFFFAOYSA-M
CID100002662,celecoxib,10,1,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N
CID100002663,celiprolol,3,1,2663,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,JOATXPAWOHTVSZ-UHFFFAOYSA-N
CID100002666,cephalexin,2,1,2666,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N
CID100002675,cefixime,2,1,2675,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,OKBVVJOGVLARMR-UHFFFAOYSA-N
CID100002676,cerivastatin,4,1,2676,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O,SEERZIQQUAZTOL-UHFFFAOYSA-N
CID100002678,cetirizine,11,1,2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,ZKLPARSLTMPFCP-UHFFFAOYSA-N
CID100002684,cevimeline,13,1,2684,CC1OC2(CN3CCC2CC3)CS1,WUTYZMFRCNBCHQ-UHFFFAOYSA-N
CID100002708,chlorambucil,7,1,2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,JCKYGMPEJWAADB-UHFFFAOYSA-N
CID100002712,chlordiazepoxide,4,1,2712,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,BUCORZSTKDOEKQ-UHFFFAOYSA-N
CID100002713,chlorhexidine,1,1,2713,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,GHXZTYHSJHQHIJ-UHFFFAOYSA-N
CID100002719,chloroquine,5,1,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,WHTVZRBIWZFKQO-UHFFFAOYSA-N
CID100002720,thiazide,1,1,2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,JBMKAUGHUNFTOL-UHFFFAOYSA-N
CID100002725,chlorpheniramine,6,1,2725,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,SOYKEARSMXGVTM-UHFFFAOYSA-N
CID100002726,chlorpromazine,10,1,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,ZPEIMTDSQAKGNT-UHFFFAOYSA-N
CID100002727,chlorpropamide,0,0,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,RKWGIWYCVPQPMF-UHFFFAOYSA-N
CID100002732,chlorthalidone,1,1,2732,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,JIVPVXMEBJLZRO-UHFFFAOYSA-N
CID100002733,chlorzoxazone,0,0,2733,C1=CC2=C(C=C1Cl)NC(=O)O2,TZFWDZFKRBELIQ-UHFFFAOYSA-N
CID100002749,ciclopirox,0,0,2749,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,SCKYRAXSEDYPSA-UHFFFAOYSA-N
CID100002751,cilazapril,6,1,2751,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O,HHHKFGXWKKUNCY-UHFFFAOYSA-N
CID100002754,cilostazol,5,1,2754,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,RRGUKTPIGVIEKM-UHFFFAOYSA-N
CID100002756,cimetidine,1,1,2756,CC1=C(N=CN1)CSCCNC(=NC)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N
CID100002762,cinoxacin,1,1,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,VDUWPHTZYNWKRN-UHFFFAOYSA-N
CID100002764,ciprofloxacin,15,1,2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N
CID100002767,cisplatin,7,1,2767,[NH2-].[NH2-].Cl[Pt+2]Cl,DQLATGHUWYMOKM-UHFFFAOYSA-L
CID100002771,citalopram,23,1,2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,WSEQXVZVJXJVFP-UHFFFAOYSA-N
CID100002781,clemastine,5,1,2781,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,YNNUSGIPVFPVBX-UHFFFAOYSA-N
CID100002786,clindamycin,0,0,2786,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,KDLRVYVGXIQJDK-UHFFFAOYSA-N
CID100002789,clobazam,7,1,2789,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CXOXHMZGEKVPMT-UHFFFAOYSA-N
CID100002791,clobetasol,1,1,2791,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,CBGUOGMQLZIXBE-UHFFFAOYSA-N
CID100002792,clobetasone,0,0,2792,CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl,FBRAWBYQGRLCEK-UHFFFAOYSA-N
CID100002794,clofazimine,1,1,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,WDQPAMHFFCXSNU-UHFFFAOYSA-N
CID100002800,clomiphene,4,1,2800,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,GKIRPKYJQBWNGO-UHFFFAOYSA-N
CID100002801,clomipramine,19,1,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,GDLIGKIOYRNHDA-UHFFFAOYSA-N
CID100002802,clonazepam,10,1,2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N
CID100002803,clonidine,7,1,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,GJSURZIOUXUGAL-UHFFFAOYSA-N
CID100002806,clopidogrel,7,1,2806,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,GKTWGGQPFAXNFI-UHFFFAOYSA-N
CID100002809,clorazepate,3,1,2809,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,XDDJGVMJFWAHJX-UHFFFAOYSA-N
CID100002812,clotrimazole,0,0,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N
CID100002818,clozapine,21,1,2818,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,ZUXABONWMNSFBN-UHFFFAOYSA-N
CID100002826,cocaine,2,1,2826,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,ZPUCINDJVBIVPJ-UHFFFAOYSA-N
CID100002828,codeine,6,1,2828,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,OROGSEYTTFOCAN-UHFFFAOYSA-N
CID100002833,colchicine,3,1,2833,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IAKHMKGGTNLKSZ-UHFFFAOYSA-N
CID100002881,sodium,3,1,2881,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-],IMZMKUWMOSJXDT-UHFFFAOYSA-L
CID100002883,crotamiton,0,0,2883,CCN(C1=CC=CC=C1C)C(=O)C=CC,DNTGGZPQPQTDQF-UHFFFAOYSA-N
CID100002891,cyanocobalamin,1,1,2891,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2],AGVAZMGAQJOSFJ-UHFFFAOYSA-M
CID100002895,cyclobenzaprine,8,1,2895,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,JURKNVYFZMSNLP-UHFFFAOYSA-N
CID100002905,cyclopentolate,4,1,2905,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,SKYSRIRYMSLOIN-UHFFFAOYSA-N
CID100002907,cyclophosphamide,10,1,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,CMSMOCZEIVJLDB-UHFFFAOYSA-N
CID100002909,v,11,1,2909,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PMATZTZNYRCHOR-UHFFFAOYSA-N
CID100002913,cyproheptadine,7,1,2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,JJCFRYNCJDLXIK-UHFFFAOYSA-N
CID100002914,cyproterone,5,1,2914,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,UWFYSQMTEOIJJG-UHFFFAOYSA-N
CID100002949,danazol,7,1,2949,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,POZRVZJJTULAOH-UHFFFAOYSA-N
CID100002951,dantrolene,2,1,2951,C1C(=NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-],OZOMQRBLCMDCEG-UHFFFAOYSA-M
CID100002955,dapsone,1,1,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,MQJKPEGWNLWLTK-UHFFFAOYSA-N
CID100002958,anthracycline,9,1,2958,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,STQGQHZAVUOBTE-UHFFFAOYSA-N
CID100002972,deferiprone,3,1,2972,CC1=C(C(=O)C=CN1C)O,TZXKOCQBRNJULO-UHFFFAOYSA-N
CID100002973,deferoxamine,5,1,2973,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,UBQYURCVBFRUQT-UHFFFAOYSA-N
CID100002978,delta,4,1,2978,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,CYQFCXCEBYINGO-UHFFFAOYSA-N
CID100002995,desipramine,6,1,2995,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,HCYAFALTSJYZDH-UHFFFAOYSA-N
CID100003000,desoximetasone,0,0,3000,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,VWVSBHGCDBMOOT-UHFFFAOYSA-N
CID100003003,dexamethasone,8,1,3003,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-UHFFFAOYSA-N
CID100003007,amphetamine,9,1,3007,CC(CC1=CC=CC=C1)N,KWTSXDURSIMDCE-UHFFFAOYSA-N
CID100003008,dextromethorphan,1,1,3008,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,MKXZASYAUGDDCJ-UHFFFAOYSA-N
CID100003009,DFMO,1,1,3009,C(CC(C(F)F)(C(=O)O)N)CN,VLCYCQAOQCDTCN-UHFFFAOYSA-N
CID100003015,cyproterone,3,1,3015,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)O,DUSHUSLJJMDGTE-UHFFFAOYSA-N
CID100003016,diazepam,11,1,3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N
CID100003019,diazoxide,3,1,3019,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,GDLBFKVLRPITMI-UHFFFAOYSA-N
CID100003032,diclofenac,13,1,3032,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-M
CID100003038,dichlorphenamide,4,1,3038,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,GJQPMPFPNINLKP-UHFFFAOYSA-N
CID100003040,dicloxacillin,4,1,3040,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],YFAGHNZHGGCZAX-UHFFFAOYSA-M
CID100003042,dicyclomine,8,1,3042,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,CURUTKGFNZGFSE-UHFFFAOYSA-N
CID100003043,didanosine,2,1,3043,C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,BXZVVICBKDXVGW-UHFFFAOYSA-N
CID100003053,diethylenetriaminepentaacetic,0,0,3053,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,QPCDCPDFJACHGM-UHFFFAOYSA-N
CID100003056,diflorasone,0,0,3056,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,BOBLHFUVNSFZPJ-UHFFFAOYSA-N
CID100003059,diflunisal,4,1,3059,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,HUPFGZXOMWLGNK-UHFFFAOYSA-N
CID100003060,epitopic,0,0,3060,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C,WYQPLTPSGFELIB-UHFFFAOYSA-N
CID100003062,digoxin,2,1,3062,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,LTMHDMANZUZIPE-UHFFFAOYSA-N
CID100003063,dihydrocodeine,3,1,3063,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,RBOXVHNMENFORY-UHFFFAOYSA-N
CID100003066,dihydroergotamine,4,1,3066,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,LUZRJRNZXALNLM-UHFFFAOYSA-N
CID100003075,diltiazem,8,1,3075,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CC[NH+](C)C)C3=CC=C(C=C3)OC,HSUGRBWQSSZJOP-UHFFFAOYSA-O
CID100003080,dimercaprol,1,1,3080,C(C(CS)S)O,WQABCVAJNWAXTE-UHFFFAOYSA-N
CID100003100,diphenhydramine,5,1,3100,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,ZZVUWRFHKOJYTH-UHFFFAOYSA-N
CID100003105,dipivefrin,0,0,3105,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,OCUJLLGVOUDECM-UHFFFAOYSA-N
CID100003108,dipyridamole,6,1,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,IZEKFCXSFNUWAM-UHFFFAOYSA-N
CID100003114,disopyramide,5,1,3114,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N
CID100003117,disulfiram,4,1,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N
CID100003121,valproate,15,1,3121,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N
CID100003125,alpha-methyl-p-tyrosine,3,1,3125,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,NHTGHBARYWONDQ-UHFFFAOYSA-N
CID100003143,docetaxel,11,1,3143,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ZDZOTLJHXYCWBA-UHFFFAOYSA-N
CID100003148,dolasetron,7,1,3148,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,UKTAZPQNNNJVKR-UHFFFAOYSA-N
CID100003151,domperidone,1,1,3151,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,FGXWKSZFVQUSTL-UHFFFAOYSA-N
CID100003152,donepezil,11,1,3152,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,ADEBPBSSDYVVLD-UHFFFAOYSA-N
CID100003154,dorzolamide,5,1,3154,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,IAVUPMFITXYVAF-UHFFFAOYSA-N
CID100003155,dothiepin,7,1,3155,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,PHTUQLWOUWZIMZ-UHFFFAOYSA-N
CID100003156,doxapram,3,1,3156,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,XFDJYSQDBULQSI-UHFFFAOYSA-N
CID100003157,doxazosin,12,1,3157,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,RUZYUOTYCVRMRZ-UHFFFAOYSA-N
CID100003158,doxepin,10,1,3158,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,ODQWQRRAPPTVAG-UHFFFAOYSA-N
CID100003168,droperidol,4,1,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,RMEDXOLNCUSCGS-UHFFFAOYSA-N
CID100003171,L-threo-DOPS,3,1,3171,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,QXWYKJLNLSIPIN-UHFFFAOYSA-N
CID100003182,dyphylline,1,1,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,KSCFJBIXMNOVSH-UHFFFAOYSA-N
CID100003198,econazole,0,0,3198,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,LEZWWPYKPKIXLL-UHFFFAOYSA-N
CID100003199,trabectedin,4,1,3199,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,PKVRCIRHQMSYJX-UHFFFAOYSA-N
CID100003202,edrophonium,1,1,3202,CC[N+](C)(C)C1=CC(=CC=C1)O,VWLHWLSRQJQWRG-UHFFFAOYSA-O
CID100003203,efavirenz,11,1,3203,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,XPOQHMRABVBWPR-UHFFFAOYSA-N
CID100003209,eicosapentaenoic,0,0,3209,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,JAZBEHYOTPTENJ-UHFFFAOYSA-N
CID100003219,emedastine,0,0,3219,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C,KBUZBQVCBVDWKX-UHFFFAOYSA-N
CID100003222,CAS,7,1,3222,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,GBXSMTUPTTWBMN-UHFFFAOYSA-N
CID100003226,enflurane,1,1,3226,C(C(OC(F)F)(F)F)(F)Cl,JPGQOUSTVILISH-UHFFFAOYSA-N
CID100003241,epinastine,0,0,3241,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,WHWZLSFABNNENI-UHFFFAOYSA-N
CID100003249,vitamin,0,0,3249,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,MECHNRXZTMCUDQ-UHFFFAOYSA-N
CID100003250,ergonovine,0,0,3250,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,WVVSZNPYNCNODU-UHFFFAOYSA-N
CID100003251,ergotamine,1,1,3251,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,XCGSFFUVFURLIX-UHFFFAOYSA-N
CID100003255,erythromycin,2,1,3255,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-UHFFFAOYSA-N
